rtt_project_id	refset_sctid	project_name	project_desc
155	62161000052101	Sweden NRC Project (do not use)	Swedish NRC Project
155	62171000052105	Sweden NRC Project (do not use)	Swedish NRC Project
155	62181000052107	Sweden NRC Project (do not use)	Swedish NRC Project
155	62191000052109	Sweden NRC Project (do not use)	Swedish NRC Project
1701	141000181108	Estonian NRC Project	Project for the Estonian NRC
1701	14751000181109	Estonian NRC Project	Project for the Estonian NRC
1701	161000181109	Estonian NRC Project	Project for the Estonian NRC
1701	181000181102	Estonian NRC Project	Project for the Estonian NRC
1701	201000181103	Estonian NRC Project	Project for the Estonian NRC
1701	221000181105	Estonian NRC Project	Project for the Estonian NRC
1701	231000181107	Estonian NRC Project	Project for the Estonian NRC
1701	2361000181104	Estonian NRC Project	Project for the Estonian NRC
1701	241000181100	Estonian NRC Project	Project for the Estonian NRC
1701	251000181102	Estonian NRC Project	Project for the Estonian NRC
1701	2551000181106	Estonian NRC Project	Project for the Estonian NRC
1701	2561000181109	Estonian NRC Project	Project for the Estonian NRC
1701	2571000181104	Estonian NRC Project	Project for the Estonian NRC
1701	261000181104	Estonian NRC Project	Project for the Estonian NRC
1701	271000181109	Estonian NRC Project	Project for the Estonian NRC
1701	281000181106	Estonian NRC Project	Project for the Estonian NRC
1701	291000181108	Estonian NRC Project	Project for the Estonian NRC
1701	301000181107	Estonian NRC Project	Project for the Estonian NRC
1701	311000181109	Estonian NRC Project	Project for the Estonian NRC
1701	321000181100	Estonian NRC Project	Project for the Estonian NRC
1701	3221000181107	Estonian NRC Project	Project for the Estonian NRC
1701	3231000181109	Estonian NRC Project	Project for the Estonian NRC
1701	331000181103	Estonian NRC Project	Project for the Estonian NRC
1701	3591000181107	Estonian NRC Project	Project for the Estonian NRC
1701	361000181106	Estonian NRC Project	Project for the Estonian NRC
1701	3631000181107	Estonian NRC Project	Project for the Estonian NRC
1701	3661000181104	Estonian NRC Project	Project for the Estonian NRC
1701	3671000181109	Estonian NRC Project	Project for the Estonian NRC
1701	36731000181102	Estonian NRC Project	Project for the Estonian NRC
1701	78051000181107	Estonian NRC Project	Project for the Estonian NRC
1701	78061000181105	Estonian NRC Project	Project for the Estonian NRC
1701	86791000181105	Estonian NRC Project	Project for the Estonian NRC
1801	TMP-swtaub	IMO Test	Test
2051	1051000202108	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1091000202103	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1271000202107	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1281000202109	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1681000202107	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1761000202108	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1771000202104	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1971000202101	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1981000202104	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	1991000202102	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2051	2001000202104	HelseNorge.no plukklister	Plukklister for sykdom, symptomer/plager, behandlinger osv
2052	1000391000202108	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	1081000202100	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	12711000202103	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	12881000202101	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	1291000202106	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	1311000202107	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	2081000202106	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	23911000202104	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	23921000202107	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	23961000202102	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2052	5751000202107	Referansesett for Helsedirektoratet	Testprosjekt for Helsedirektoratets antibiotikaretningslinje
2053	103491000052103	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	113471000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	46051000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	53351000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	53361000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	53371000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	53381000052108	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	53611000052108	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	56421000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	56431000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	58181000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59761000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59771000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59781000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59811000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59821000052101	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59831000052104	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59841000052105	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59851000052108	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59861000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59871000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59881000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	59901000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60001000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60041000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60381000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60391000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60401000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60411000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60421000052103	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60661000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	60691000052103	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62151000052104	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62161000052101	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62171000052105	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62181000052107	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62191000052109	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	62201000052106	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	63421000052107	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	64511000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	64641000052102	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
2053	66831000052100	Sweden NRC Project	This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle.
